pricing_plan_id,app_id,feature
e0b70795-66c9-4ff0-b5b6-1e85f851c065,88aa68f0-c939-49c0-ae20-f1f595749a80,Customize page look and feel
e0b70795-66c9-4ff0-b5b6-1e85f851c065,88aa68f0-c939-49c0-ae20-f1f595749a80,Synchronize Shopify product with the app
e0b70795-66c9-4ff0-b5b6-1e85f851c065,88aa68f0-c939-49c0-ae20-f1f595749a80,View customer registration details
8a22175e-3cbb-49db-992b-b64276093781,88aa68f0-c939-49c0-ae20-f1f595749a80,All from Standard
8a22175e-3cbb-49db-992b-b64276093781,88aa68f0-c939-49c0-ae20-f1f595749a80,Download 500 registrations
8a22175e-3cbb-49db-992b-b64276093781,88aa68f0-c939-49c0-ae20-f1f595749a80,Multilingual registration form
8a22175e-3cbb-49db-992b-b64276093781,88aa68f0-c939-49c0-ae20-f1f595749a80,Label translation
8a22175e-3cbb-49db-992b-b64276093781,88aa68f0-c939-49c0-ae20-f1f595749a80,Captcha
8a22175e-3cbb-49db-992b-b64276093781,88aa68f0-c939-49c0-ae20-f1f595749a80,Auto-copy customer details to Shopify
af249266-2743-471c-8331-ed9bbe524e3b,88aa68f0-c939-49c0-ae20-f1f595749a80,All from Advance
af249266-2743-471c-8331-ed9bbe524e3b,88aa68f0-c939-49c0-ae20-f1f595749a80,Download All registrations
af249266-2743-471c-8331-ed9bbe524e3b,88aa68f0-c939-49c0-ae20-f1f595749a80,Serial No Add / Update / Import
af249266-2743-471c-8331-ed9bbe524e3b,88aa68f0-c939-49c0-ae20-f1f595749a80,Serial No Validation
d518cf57-60a9-429d-b4bf-2682f21c098e,88aa68f0-c939-49c0-ae20-f1f595749a80,All from Advance
d518cf57-60a9-429d-b4bf-2682f21c098e,88aa68f0-c939-49c0-ae20-f1f595749a80,Custom solution for your business
d518cf57-60a9-429d-b4bf-2682f21c098e,88aa68f0-c939-49c0-ae20-f1f595749a80,"Integration with preferred systems like Salesforce, Klaviyo, HubSpot, and more"
1afecc57-15bb-4b94-98a2-88430a497d9f,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,1 live events/mth (max 20 registered attendees)
1afecc57-15bb-4b94-98a2-88430a497d9f,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,1 meet & Greet event (max 3 registered attendees)
1afecc57-15bb-4b94-98a2-88430a497d9f,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,YouTube streaming and event analytics
fb278b37-0294-47a3-8575-10be2f50639b,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,2 live events per/mth (Maximum 50 registered attendees)
fb278b37-0294-47a3-8575-10be2f50639b,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,2 meet & Greet events (max 10 registered attendees)
318528a3-cde3-4a46-8300-2fe4d66302c5,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,4 Live Events/Meet and Greet (Max. 200 attendees and 10 attendees)
318528a3-cde3-4a46-8300-2fe4d66302c5,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,Stream to your Shopify Store and multiple social channels (FB/YouTube)
20a71de3-4f99-4c37-9eef-4971584fd9cf,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,Unlimited Events
20a71de3-4f99-4c37-9eef-4971584fd9cf,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,Unlimited Attendees
20a71de3-4f99-4c37-9eef-4971584fd9cf,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,30-Min On-boarding call
20a71de3-4f99-4c37-9eef-4971584fd9cf,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,Installation of Fogzee
20a71de3-4f99-4c37-9eef-4971584fd9cf,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,Walk Through First Set Up Meeting
20a71de3-4f99-4c37-9eef-4971584fd9cf,9ee5d48e-f2d8-4e9e-9ddf-0ea4608d6d4b,Contact us for details
f29e02a1-c4ce-4afc-aa68-bf482f778eaa,81cce282-5670-48bf-b599-3adc9a4e3a98,No hidden usage costs.
f29e02a1-c4ce-4afc-aa68-bf482f778eaa,81cce282-5670-48bf-b599-3adc9a4e3a98,The Carrier Calculated Shipping (CCS) feature is required to use this app.
49b73e16-4019-452d-b6fd-53f62e27b81c,82c921a7-2723-4595-96cd-5b1ab7ff27d9,10 preorders
49b73e16-4019-452d-b6fd-53f62e27b81c,82c921a7-2723-4595-96cd-5b1ab7ff27d9,30 email per mo.
49b73e16-4019-452d-b6fd-53f62e27b81c,82c921a7-2723-4595-96cd-5b1ab7ff27d9,"Notify me, Preorder widget"
49b73e16-4019-452d-b6fd-53f62e27b81c,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Customize everything
49b73e16-4019-452d-b6fd-53f62e27b81c,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Unlimited registrations
49b73e16-4019-452d-b6fd-53f62e27b81c,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Automatic restock alerts
49b73e16-4019-452d-b6fd-53f62e27b81c,82c921a7-2723-4595-96cd-5b1ab7ff27d9,24*7 help
cd78e97b-ad3e-4830-b1d5-f6eb0eb141fe,82c921a7-2723-4595-96cd-5b1ab7ff27d9,100 preorders
cd78e97b-ad3e-4830-b1d5-f6eb0eb141fe,82c921a7-2723-4595-96cd-5b1ab7ff27d9,"1,000 email/SMS per mo"
cd78e97b-ad3e-4830-b1d5-f6eb0eb141fe,82c921a7-2723-4595-96cd-5b1ab7ff27d9,No transaction fee
cd78e97b-ad3e-4830-b1d5-f6eb0eb141fe,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Grow mailing list
cd78e97b-ad3e-4830-b1d5-f6eb0eb141fe,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Remove branding
cd78e97b-ad3e-4830-b1d5-f6eb0eb141fe,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Multi-language
cd78e97b-ad3e-4830-b1d5-f6eb0eb141fe,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Multi-location
cd78e97b-ad3e-4830-b1d5-f6eb0eb141fe,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Free features
8fc31eb9-7a8b-4904-9a39-ebdcf1a502f0,82c921a7-2723-4595-96cd-5b1ab7ff27d9,400 preorders
8fc31eb9-7a8b-4904-9a39-ebdcf1a502f0,82c921a7-2723-4595-96cd-5b1ab7ff27d9,"3,000 email/SMS alerts per mo."
8fc31eb9-7a8b-4904-9a39-ebdcf1a502f0,82c921a7-2723-4595-96cd-5b1ab7ff27d9,No transaction fee
8fc31eb9-7a8b-4904-9a39-ebdcf1a502f0,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Branded SMS link
8fc31eb9-7a8b-4904-9a39-ebdcf1a502f0,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Batch delivery
8fc31eb9-7a8b-4904-9a39-ebdcf1a502f0,82c921a7-2723-4595-96cd-5b1ab7ff27d9,API integration
8fc31eb9-7a8b-4904-9a39-ebdcf1a502f0,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Lite plan features
e318e8b7-2df5-456e-a585-cea59d75a4ee,82c921a7-2723-4595-96cd-5b1ab7ff27d9,"1,000 preorders*"
e318e8b7-2df5-456e-a585-cea59d75a4ee,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Unlimited email/SMS alerts per mo.
e318e8b7-2df5-456e-a585-cea59d75a4ee,82c921a7-2723-4595-96cd-5b1ab7ff27d9,No transaction fee
e318e8b7-2df5-456e-a585-cea59d75a4ee,82c921a7-2723-4595-96cd-5b1ab7ff27d9,Live chat support
e318e8b7-2df5-456e-a585-cea59d75a4ee,82c921a7-2723-4595-96cd-5b1ab7ff27d9,All features
dd90e267-4ab4-4d27-9145-c30a2e36ac8f,bb05a6e0-883b-41af-be39-cee47bf28296,Realtime catalog updates
dd90e267-4ab4-4d27-9145-c30a2e36ac8f,bb05a6e0-883b-41af-be39-cee47bf28296,Dedicated hosting
dd90e267-4ab4-4d27-9145-c30a2e36ac8f,bb05a6e0-883b-41af-be39-cee47bf28296,Flash sale
dd90e267-4ab4-4d27-9145-c30a2e36ac8f,bb05a6e0-883b-41af-be39-cee47bf28296,Premium support
fd0d9282-e060-458a-a8bb-d8f50707c5a3,bb05a6e0-883b-41af-be39-cee47bf28296,Full theme customization
fd0d9282-e060-458a-a8bb-d8f50707c5a3,bb05a6e0-883b-41af-be39-cee47bf28296,2 Display Rules
fd0d9282-e060-458a-a8bb-d8f50707c5a3,bb05a6e0-883b-41af-be39-cee47bf28296,60 minute catalog refresh
fd0d9282-e060-458a-a8bb-d8f50707c5a3,bb05a6e0-883b-41af-be39-cee47bf28296,Add-ons available
b3c72992-95de-4faf-8beb-a969abdf97d9,bb05a6e0-883b-41af-be39-cee47bf28296,5 minute catalog refresh
b3c72992-95de-4faf-8beb-a969abdf97d9,bb05a6e0-883b-41af-be39-cee47bf28296,20 Display Rules
b3c72992-95de-4faf-8beb-a969abdf97d9,bb05a6e0-883b-41af-be39-cee47bf28296,10 Boost Rules
b3c72992-95de-4faf-8beb-a969abdf97d9,bb05a6e0-883b-41af-be39-cee47bf28296,5 Custom Sorts
b3c72992-95de-4faf-8beb-a969abdf97d9,bb05a6e0-883b-41af-be39-cee47bf28296,2 Custom Fields
b3c72992-95de-4faf-8beb-a969abdf97d9,bb05a6e0-883b-41af-be39-cee47bf28296,Recommendations
78e91b92-927c-4c4e-80da-d1d4228fe6bf,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Set up to 3 rules
78e91b92-927c-4c4e-80da-d1d4228fe6bf,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Basic rule triggering
78e91b92-927c-4c4e-80da-d1d4228fe6bf,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Minor customisation
78e91b92-927c-4c4e-80da-d1d4228fe6bf,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Action product stock alerts
78e91b92-927c-4c4e-80da-d1d4228fe6bf,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Premium support
499ad939-02ca-430d-9e90-912e984f817b,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Unlimited rules
499ad939-02ca-430d-9e90-912e984f817b,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Advanced rule triggers
499ad939-02ca-430d-9e90-912e984f817b,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,More customisation
499ad939-02ca-430d-9e90-912e984f817b,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Geotargeting
499ad939-02ca-430d-9e90-912e984f817b,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Product stock alerts
499ad939-02ca-430d-9e90-912e984f817b,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Priority feature request
499ad939-02ca-430d-9e90-912e984f817b,bd4cbe97-d2f3-4125-8ead-df4a4e0321d7,Premium support
39b62d30-4423-42f2-88cf-1552de902105,4a377a32-08a5-4d64-bef9-a82b0bc33c77,164+ currencies
39b62d30-4423-42f2-88cf-1552de902105,4a377a32-08a5-4d64-bef9-a82b0bc33c77,4 professional themes
39b62d30-4423-42f2-88cf-1552de902105,4a377a32-08a5-4d64-bef9-a82b0bc33c77,8 default positions
39b62d30-4423-42f2-88cf-1552de902105,4a377a32-08a5-4d64-bef9-a82b0bc33c77,Auto switch by customer location
39b62d30-4423-42f2-88cf-1552de902105,4a377a32-08a5-4d64-bef9-a82b0bc33c77,NEW - Translation function
39b62d30-4423-42f2-88cf-1552de902105,4a377a32-08a5-4d64-bef9-a82b0bc33c77,Design support
a07f2430-26e2-4f7c-a0ef-3ff35d1cea20,aa184e4e-a03d-4b51-9aae-88e9c6f28136,Unlimited Searches
a07f2430-26e2-4f7c-a0ef-3ff35d1cea20,aa184e4e-a03d-4b51-9aae-88e9c6f28136,Unlimited Products/Collections/Pages/Blogs
a07f2430-26e2-4f7c-a0ef-3ff35d1cea20,aa184e4e-a03d-4b51-9aae-88e9c6f28136,Search filter
a07f2430-26e2-4f7c-a0ef-3ff35d1cea20,aa184e4e-a03d-4b51-9aae-88e9c6f28136,Collection filter
a07f2430-26e2-4f7c-a0ef-3ff35d1cea20,aa184e4e-a03d-4b51-9aae-88e9c6f28136,Search Stats
a07f2430-26e2-4f7c-a0ef-3ff35d1cea20,aa184e4e-a03d-4b51-9aae-88e9c6f28136,Complete customization control
b368670b-6dfe-4643-a624-6c3905ef6730,481238be-d302-4fbc-a73f-c62448745322,Up to 50 monthly orders
b368670b-6dfe-4643-a624-6c3905ef6730,481238be-d302-4fbc-a73f-c62448745322,Unlimited stores & users
b368670b-6dfe-4643-a624-6c3905ef6730,481238be-d302-4fbc-a73f-c62448745322,KPI reports with exports
b368670b-6dfe-4643-a624-6c3905ef6730,481238be-d302-4fbc-a73f-c62448745322,Customer & Product Segments
b368670b-6dfe-4643-a624-6c3905ef6730,481238be-d302-4fbc-a73f-c62448745322,Advanced filters
b368670b-6dfe-4643-a624-6c3905ef6730,481238be-d302-4fbc-a73f-c62448745322,Top-Notch support
1c1b2eca-f2c2-4eaf-b443-940f7ca87839,481238be-d302-4fbc-a73f-c62448745322,Up to 500 monthly orders
1c1b2eca-f2c2-4eaf-b443-940f7ca87839,481238be-d302-4fbc-a73f-c62448745322,Unlimited stores & users
1c1b2eca-f2c2-4eaf-b443-940f7ca87839,481238be-d302-4fbc-a73f-c62448745322,KPI reports with exports
1c1b2eca-f2c2-4eaf-b443-940f7ca87839,481238be-d302-4fbc-a73f-c62448745322,Customer & Product Segments
1c1b2eca-f2c2-4eaf-b443-940f7ca87839,481238be-d302-4fbc-a73f-c62448745322,Advanced filters
1c1b2eca-f2c2-4eaf-b443-940f7ca87839,481238be-d302-4fbc-a73f-c62448745322,Top-Notch support
851f6ae6-9a39-4d63-9135-a259bd44780a,481238be-d302-4fbc-a73f-c62448745322,"Up to 2,000 monthly orders"
851f6ae6-9a39-4d63-9135-a259bd44780a,481238be-d302-4fbc-a73f-c62448745322,Unlimited stores & users
851f6ae6-9a39-4d63-9135-a259bd44780a,481238be-d302-4fbc-a73f-c62448745322,KPI reports with exports
851f6ae6-9a39-4d63-9135-a259bd44780a,481238be-d302-4fbc-a73f-c62448745322,Customer & Product Segments
851f6ae6-9a39-4d63-9135-a259bd44780a,481238be-d302-4fbc-a73f-c62448745322,Advanced filters
851f6ae6-9a39-4d63-9135-a259bd44780a,481238be-d302-4fbc-a73f-c62448745322,Top-Notch support
23082af1-f7a0-4de8-bbd7-f58b79538159,481238be-d302-4fbc-a73f-c62448745322,"Up to 8,000 monthly orders"
23082af1-f7a0-4de8-bbd7-f58b79538159,481238be-d302-4fbc-a73f-c62448745322,Unlimited stores & users
23082af1-f7a0-4de8-bbd7-f58b79538159,481238be-d302-4fbc-a73f-c62448745322,KPI reports with exports
23082af1-f7a0-4de8-bbd7-f58b79538159,481238be-d302-4fbc-a73f-c62448745322,Customer & Product Segments
23082af1-f7a0-4de8-bbd7-f58b79538159,481238be-d302-4fbc-a73f-c62448745322,Advanced filters
23082af1-f7a0-4de8-bbd7-f58b79538159,481238be-d302-4fbc-a73f-c62448745322,Top-Notch support
595becc1-dfb6-42c1-bf36-18e405f8f37d,a6382cea-efe0-4529-b257-d2bec5fc6103,Import up to 100 transactions per month
4fbc0f4f-9d10-48c4-94b7-820f2028bd94,a6382cea-efe0-4529-b257-d2bec5fc6103,Import up to 500 transactions per month
e3c011dc-4f32-499b-aa74-12169dcc4292,a6382cea-efe0-4529-b257-d2bec5fc6103,Import up to 1500 transactions per month
0c5711de-2946-496f-890a-d8567f7e9506,a3216618-8bd0-4a9d-8eab-26f333679947,Email Marketing
0c5711de-2946-496f-890a-d8567f7e9506,a3216618-8bd0-4a9d-8eab-26f333679947,Popups
0c5711de-2946-496f-890a-d8567f7e9506,a3216618-8bd0-4a9d-8eab-26f333679947,Contact Forms
0c5711de-2946-496f-890a-d8567f7e9506,a3216618-8bd0-4a9d-8eab-26f333679947,Web Push
0c5711de-2946-496f-890a-d8567f7e9506,a3216618-8bd0-4a9d-8eab-26f333679947,CDP with Customer Segmentation
660ae7f2-3735-4af1-b147-af17c7e99f73,a3216618-8bd0-4a9d-8eab-26f333679947,Everything included in the previous plan
660ae7f2-3735-4af1-b147-af17c7e99f73,a3216618-8bd0-4a9d-8eab-26f333679947,360 Customer Profile
660ae7f2-3735-4af1-b147-af17c7e99f73,a3216618-8bd0-4a9d-8eab-26f333679947,Live Chat
660ae7f2-3735-4af1-b147-af17c7e99f73,a3216618-8bd0-4a9d-8eab-26f333679947,Website Marketing
660ae7f2-3735-4af1-b147-af17c7e99f73,a3216618-8bd0-4a9d-8eab-26f333679947,Revenue Attribution Analytics
660ae7f2-3735-4af1-b147-af17c7e99f73,a3216618-8bd0-4a9d-8eab-26f333679947,Text Messaging
8ccdf0c7-8548-450e-885e-12a200aa9bc6,a3216618-8bd0-4a9d-8eab-26f333679947,Everything included in the previous plan
8ccdf0c7-8548-450e-885e-12a200aa9bc6,a3216618-8bd0-4a9d-8eab-26f333679947,"AI Predictions (Purchase, Churn, CLV)"
8ccdf0c7-8548-450e-885e-12a200aa9bc6,a3216618-8bd0-4a9d-8eab-26f333679947,Omnichannel Workflows
8ccdf0c7-8548-450e-885e-12a200aa9bc6,a3216618-8bd0-4a9d-8eab-26f333679947,"Viber, Whatsapp Marketing"
8ccdf0c7-8548-450e-885e-12a200aa9bc6,a3216618-8bd0-4a9d-8eab-26f333679947,Social Proof
38872bca-1454-4d3a-a8a8-97b0ead0d3e2,a3216618-8bd0-4a9d-8eab-26f333679947,Everything included in the previous plan
38872bca-1454-4d3a-a8a8-97b0ead0d3e2,a3216618-8bd0-4a9d-8eab-26f333679947,AI Personalization Engine
38872bca-1454-4d3a-a8a8-97b0ead0d3e2,a3216618-8bd0-4a9d-8eab-26f333679947,Loyalty Program
38872bca-1454-4d3a-a8a8-97b0ead0d3e2,a3216618-8bd0-4a9d-8eab-26f333679947,"Search Engine AI, NLP Turbocharger"
38872bca-1454-4d3a-a8a8-97b0ead0d3e2,a3216618-8bd0-4a9d-8eab-26f333679947,Voice Commerce
1b085fc7-138a-4f9c-a1cb-59268cfe7170,2d614de5-f85b-43a4-b643-bd3df57efabf,- 5 custom rule
1b085fc7-138a-4f9c-a1cb-59268cfe7170,2d614de5-f85b-43a4-b643-bd3df57efabf,- Hide unlimited shipping methods
1b085fc7-138a-4f9c-a1cb-59268cfe7170,2d614de5-f85b-43a4-b643-bd3df57efabf,- Hide shipping methods by cart total
1b085fc7-138a-4f9c-a1cb-59268cfe7170,2d614de5-f85b-43a4-b643-bd3df57efabf,- Hide shipping methods by country
1b085fc7-138a-4f9c-a1cb-59268cfe7170,2d614de5-f85b-43a4-b643-bd3df57efabf,- FREE FOR DEV
c23c3ceb-5686-4cab-8b35-7eef5053bd48,2d614de5-f85b-43a4-b643-bd3df57efabf,"- Hide by cart total, country, discount, products & weight"
c23c3ceb-5686-4cab-8b35-7eef5053bd48,2d614de5-f85b-43a4-b643-bd3df57efabf,- Hide by customer tag and total spent
c23c3ceb-5686-4cab-8b35-7eef5053bd48,2d614de5-f85b-43a4-b643-bd3df57efabf,- Hide by cart currency
c23c3ceb-5686-4cab-8b35-7eef5053bd48,2d614de5-f85b-43a4-b643-bd3df57efabf,- Premium support
8f9544cb-b7eb-42cd-a5c8-9c139e70f24b,2d614de5-f85b-43a4-b643-bd3df57efabf,- Conditionally Hide Rates
8f9544cb-b7eb-42cd-a5c8-9c139e70f24b,2d614de5-f85b-43a4-b643-bd3df57efabf,- Conditionally Sort Rates
8f9544cb-b7eb-42cd-a5c8-9c139e70f24b,2d614de5-f85b-43a4-b643-bd3df57efabf,- Conditionally Rename Rates
8f9544cb-b7eb-42cd-a5c8-9c139e70f24b,2d614de5-f85b-43a4-b643-bd3df57efabf,- Support multiple conditions at time
8f9544cb-b7eb-42cd-a5c8-9c139e70f24b,2d614de5-f85b-43a4-b643-bd3df57efabf,- Premium support
6b8debdc-e9b1-461c-92f9-79c72610b320,2d614de5-f85b-43a4-b643-bd3df57efabf,- Conditionally Create Shipping Rates
6b8debdc-e9b1-461c-92f9-79c72610b320,2d614de5-f85b-43a4-b643-bd3df57efabf,- Show Rates based on conditions
6b8debdc-e9b1-461c-92f9-79c72610b320,2d614de5-f85b-43a4-b643-bd3df57efabf,- Support multiple rates at time
6b8debdc-e9b1-461c-92f9-79c72610b320,2d614de5-f85b-43a4-b643-bd3df57efabf,- Premium support
82c66ecc-b05f-4aa1-844f-57da7b4f0151,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,"Visible on Product, Cart pages & Upsell Pop-Ups."
82c66ecc-b05f-4aa1-844f-57da7b4f0151,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,50 recommendation clicks a month
82c66ecc-b05f-4aa1-844f-57da7b4f0151,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,Cross Sell branding
ba753698-a4ac-4e29-afc9-7e37632b4a2f,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,"Visible on Product, Cart pages & Upsell Pop-Ups."
ba753698-a4ac-4e29-afc9-7e37632b4a2f,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,2500 recommendation clicks a month
ba753698-a4ac-4e29-afc9-7e37632b4a2f,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,Remove branding
c453b732-8725-42e1-ae3c-42e99f99bcf8,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,Visible on All Available Pages.
c453b732-8725-42e1-ae3c-42e99f99bcf8,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,5000 recommendation clicks a month
c453b732-8725-42e1-ae3c-42e99f99bcf8,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,Remove branding
be6badea-fc3b-4c95-a0d7-58f530fee3c1,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,Visible on All Available Pages and Custom Pages.
be6badea-fc3b-4c95-a0d7-58f530fee3c1,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,10000 recommendation clicks a month
be6badea-fc3b-4c95-a0d7-58f530fee3c1,8b80bc66-a0d3-4f23-8ff7-b2ca99b4dac2,Remove branding
01e6ce23-a80e-4f35-b0a8-d00b41e7ba76,c2009adf-ab05-4576-9131-b3cfc55ca0d9,Easy Setup
01e6ce23-a80e-4f35-b0a8-d00b41e7ba76,c2009adf-ab05-4576-9131-b3cfc55ca0d9,Check Gift Card Balances
01e6ce23-a80e-4f35-b0a8-d00b41e7ba76,c2009adf-ab05-4576-9131-b3cfc55ca0d9,QR Code Generation
01e6ce23-a80e-4f35-b0a8-d00b41e7ba76,c2009adf-ab05-4576-9131-b3cfc55ca0d9,Customer Support
73234c97-2703-4777-bc5f-1b17ee86a544,c2009adf-ab05-4576-9131-b3cfc55ca0d9,Includes everything in the Basic Plan
73234c97-2703-4777-bc5f-1b17ee86a544,c2009adf-ab05-4576-9131-b3cfc55ca0d9,Built for Shopify Plus stores
8452b008-2f80-4736-ae6d-15ea39017eb6,a6599cc7-82e6-4dc4-ab22-038ae727306b,Multiple upsells
8452b008-2f80-4736-ae6d-15ea39017eb6,a6599cc7-82e6-4dc4-ab22-038ae727306b,Revenue information
dd99d6b7-8282-46ae-b878-5ee5341b755b,af3ecbe5-d9d1-4878-ad73-04e19e579f11,Volume discount as static of percentage-based
dd99d6b7-8282-46ae-b878-5ee5341b755b,af3ecbe5-d9d1-4878-ad73-04e19e579f11,Volume discount to all/specific items & collections
dd99d6b7-8282-46ae-b878-5ee5341b755b,af3ecbe5-d9d1-4878-ad73-04e19e579f11,Tier price validity
dd99d6b7-8282-46ae-b878-5ee5341b755b,af3ecbe5-d9d1-4878-ad73-04e19e579f11,Usage limit
d9ef01e0-9c99-41dd-92ab-4f2370d5a387,04ade86a-03a0-43c7-a85b-1f494d8211ba,100 unique checkout session
d9ef01e0-9c99-41dd-92ab-4f2370d5a387,04ade86a-03a0-43c7-a85b-1f494d8211ba,Payment reorder/hide (unlimited)
d9ef01e0-9c99-41dd-92ab-4f2370d5a387,04ade86a-03a0-43c7-a85b-1f494d8211ba,"Dynamic contents, fields"
d9ef01e0-9c99-41dd-92ab-4f2370d5a387,04ade86a-03a0-43c7-a85b-1f494d8211ba,Single click discount
d9ef01e0-9c99-41dd-92ab-4f2370d5a387,04ade86a-03a0-43c7-a85b-1f494d8211ba,Modify line on checkout
dd1a2c7e-cc00-47ee-808e-6ed8d6326205,04ade86a-03a0-43c7-a85b-1f494d8211ba,"Process 10,000 unique checkout sessions"
dd1a2c7e-cc00-47ee-808e-6ed8d6326205,04ade86a-03a0-43c7-a85b-1f494d8211ba,Plus all the feature of free plan
71163d9f-d5d7-4406-ba07-2e4c205c93e6,04ade86a-03a0-43c7-a85b-1f494d8211ba,"Process 50,000 unique checkout sessions"
71163d9f-d5d7-4406-ba07-2e4c205c93e6,04ade86a-03a0-43c7-a85b-1f494d8211ba,Plus all the feature of free plan
45fac394-390b-4c96-a50f-8cff93e9b7cd,3297b203-ee67-4349-9c27-05dc21f27cb6,- Complete access to the platform
45fac394-390b-4c96-a50f-8cff93e9b7cd,3297b203-ee67-4349-9c27-05dc21f27cb6,- Import/export contacts
45fac394-390b-4c96-a50f-8cff93e9b7cd,3297b203-ee67-4349-9c27-05dc21f27cb6,- Campaigns & Automation
45fac394-390b-4c96-a50f-8cff93e9b7cd,3297b203-ee67-4349-9c27-05dc21f27cb6,- Responsive customer support
42175f55-876a-454c-98b1-936d9e6f32e6,3297b203-ee67-4349-9c27-05dc21f27cb6,All Pro features plus
42175f55-876a-454c-98b1-936d9e6f32e6,3297b203-ee67-4349-9c27-05dc21f27cb6,- Strategic support and copywriting with a dedicated CSM
42175f55-876a-454c-98b1-936d9e6f32e6,3297b203-ee67-4349-9c27-05dc21f27cb6,- Custom development
42175f55-876a-454c-98b1-936d9e6f32e6,3297b203-ee67-4349-9c27-05dc21f27cb6,- Conversational AI
bfebe416-fae2-47b4-851c-a2d29e4a5269,118e27a0-70b6-42a0-9555-7baa5edbf572,Team Manage
bfebe416-fae2-47b4-851c-a2d29e4a5269,118e27a0-70b6-42a0-9555-7baa5edbf572,Auto Marketing
bfebe416-fae2-47b4-851c-a2d29e4a5269,118e27a0-70b6-42a0-9555-7baa5edbf572,Unlimited Contacts
bfebe416-fae2-47b4-851c-a2d29e4a5269,118e27a0-70b6-42a0-9555-7baa5edbf572,Multi Store Manage
a8ec4276-943a-48ee-8d1f-9f7f20c1f02e,118e27a0-70b6-42a0-9555-7baa5edbf572,Team Manage
a8ec4276-943a-48ee-8d1f-9f7f20c1f02e,118e27a0-70b6-42a0-9555-7baa5edbf572,Auto Marketing
a8ec4276-943a-48ee-8d1f-9f7f20c1f02e,118e27a0-70b6-42a0-9555-7baa5edbf572,Exclusive Customer Service
a8ec4276-943a-48ee-8d1f-9f7f20c1f02e,118e27a0-70b6-42a0-9555-7baa5edbf572,Multi Store Manage
a8ec4276-943a-48ee-8d1f-9f7f20c1f02e,118e27a0-70b6-42a0-9555-7baa5edbf572,Marketing Consultant
ab82a85b-aa63-4d4c-a6f1-8eddc1851a86,32a4fae7-81f3-4808-b0e4-1ea7a9ce41b6,・5通までのメールとSMSの再入荷通知申し込み
ab82a85b-aa63-4d4c-a6f1-8eddc1851a86,32a4fae7-81f3-4808-b0e4-1ea7a9ce41b6,・無制限の分析
fdb9acbf-61c6-40f4-a0d6-2d68be15e89e,32a4fae7-81f3-4808-b0e4-1ea7a9ce41b6,・50通までのメールとSMSの再入荷通知申し込み
fdb9acbf-61c6-40f4-a0d6-2d68be15e89e,32a4fae7-81f3-4808-b0e4-1ea7a9ce41b6,・無制限の分析とレポート
